,param,value,Models,var,sim_scenario
29,1.5,0.9415155032573692,FACTM,z_corr_rotated,scaling_D_topics
28,1.5,0.9240188233318916,FACTM,z_corr_rotated,scaling_D_topics
27,1.5,0.9327182508504755,FACTM,z_corr_rotated,scaling_D_topics
26,1.5,0.924224888534679,FACTM,z_corr_rotated,scaling_D_topics
25,1.5,0.9293793708381134,FACTM,z_corr_rotated,scaling_D_topics
24,1.5,0.9472579497394698,FACTM,z_corr_rotated,scaling_D_topics
23,1.5,0.9462344351086159,FACTM,z_corr_rotated,scaling_D_topics
22,1.5,0.9235476750674072,FACTM,z_corr_rotated,scaling_D_topics
21,1.5,0.9531017843902951,FACTM,z_corr_rotated,scaling_D_topics
20,1.5,0.9609739291754584,FACTM,z_corr_rotated,scaling_D_topics
19,1.0,0.9377888846637157,FACTM,z_corr_rotated,scaling_D_topics
18,1.0,0.9385875171198326,FACTM,z_corr_rotated,scaling_D_topics
17,1.0,0.9320051964376945,FACTM,z_corr_rotated,scaling_D_topics
16,1.0,0.933530006558086,FACTM,z_corr_rotated,scaling_D_topics
15,1.0,0.924106252455327,FACTM,z_corr_rotated,scaling_D_topics
14,1.0,0.9617250432048868,FACTM,z_corr_rotated,scaling_D_topics
13,1.0,0.9541067588052492,FACTM,z_corr_rotated,scaling_D_topics
12,1.0,0.9168772760632443,FACTM,z_corr_rotated,scaling_D_topics
11,1.0,0.9565476642150161,FACTM,z_corr_rotated,scaling_D_topics
10,1.0,0.9600102672282986,FACTM,z_corr_rotated,scaling_D_topics
9,0.5,0.9361704101175927,FACTM,z_corr_rotated,scaling_D_topics
8,0.5,0.93533740829363,FACTM,z_corr_rotated,scaling_D_topics
7,0.5,0.9318074530497068,FACTM,z_corr_rotated,scaling_D_topics
6,0.5,0.9302159769313725,FACTM,z_corr_rotated,scaling_D_topics
5,0.5,0.9242829933023919,FACTM,z_corr_rotated,scaling_D_topics
4,0.5,0.9568229452283932,FACTM,z_corr_rotated,scaling_D_topics
3,0.5,0.9484994394630064,FACTM,z_corr_rotated,scaling_D_topics
2,0.5,0.9145601419128818,FACTM,z_corr_rotated,scaling_D_topics
1,0.5,0.9537309960551361,FACTM,z_corr_rotated,scaling_D_topics
0,0.5,0.9601543498509146,FACTM,z_corr_rotated,scaling_D_topics
29,1.5,0.9415155032573692,FACTM(R),z_corr_rotated,scaling_D_topics
28,1.5,0.9240188233318916,FACTM(R),z_corr_rotated,scaling_D_topics
27,1.5,0.9327221015375333,FACTM(R),z_corr_rotated,scaling_D_topics
26,1.5,0.924224888534679,FACTM(R),z_corr_rotated,scaling_D_topics
25,1.5,0.9293793708381134,FACTM(R),z_corr_rotated,scaling_D_topics
24,1.5,0.9472750105117005,FACTM(R),z_corr_rotated,scaling_D_topics
23,1.5,0.9481427703565404,FACTM(R),z_corr_rotated,scaling_D_topics
22,1.5,0.9235476750674072,FACTM(R),z_corr_rotated,scaling_D_topics
21,1.5,0.9531017843902951,FACTM(R),z_corr_rotated,scaling_D_topics
20,1.5,0.9609739291754584,FACTM(R),z_corr_rotated,scaling_D_topics
19,1.0,0.9377888846637157,FACTM(R),z_corr_rotated,scaling_D_topics
18,1.0,0.9385875171198326,FACTM(R),z_corr_rotated,scaling_D_topics
17,1.0,0.9320051964376945,FACTM(R),z_corr_rotated,scaling_D_topics
16,1.0,0.933530006558086,FACTM(R),z_corr_rotated,scaling_D_topics
15,1.0,0.924106252455327,FACTM(R),z_corr_rotated,scaling_D_topics
14,1.0,0.9617250432048868,FACTM(R),z_corr_rotated,scaling_D_topics
13,1.0,0.9541067588052492,FACTM(R),z_corr_rotated,scaling_D_topics
12,1.0,0.9168772760632443,FACTM(R),z_corr_rotated,scaling_D_topics
11,1.0,0.9565476642150161,FACTM(R),z_corr_rotated,scaling_D_topics
10,1.0,0.9600102672282986,FACTM(R),z_corr_rotated,scaling_D_topics
9,0.5,0.9361704101175927,FACTM(R),z_corr_rotated,scaling_D_topics
