,sample_id,class,factor,value
0,0,1,Factor 1,-0.7162281713635463
1,1,1,Factor 1,0.5127024484902444
2,2,1,Factor 1,1.4162771006393131
3,3,1,Factor 1,1.2958677998286923
4,4,1,Factor 1,-0.3019149301523206
5,5,1,Factor 1,1.2828566222112232
6,6,1,Factor 1,0.8636525022913033
7,7,1,Factor 1,2.548171702387273
8,8,1,Factor 1,1.23508560015637
9,9,1,Factor 1,-0.7436987564800502
10,10,1,Factor 1,1.6762265646057497
11,11,1,Factor 1,-1.3770666864991645
12,12,1,Factor 1,1.3571264372194987
13,13,1,Factor 1,0.5950943650372069
14,14,1,Factor 1,-0.7564342739025233
15,15,1,Factor 1,0.04651019426998637
16,16,1,Factor 1,-0.5767834894757602
17,17,1,Factor 1,0.8795781405534341
18,18,1,Factor 1,0.9071810124290939
19,19,1,Factor 1,0.43670252986637803
20,20,1,Factor 1,1.8034532602781872
21,21,1,Factor 1,-1.4448885592018033
22,22,1,Factor 1,0.4336998805733607
23,23,1,Factor 1,-0.3906934061960988
24,24,1,Factor 1,-1.4178704894124285
25,25,1,Factor 1,0.9216741326357542
26,26,1,Factor 1,-2.6848753186421592
27,27,1,Factor 1,-0.46069570282197014
28,28,1,Factor 1,-0.03390321685440097
29,29,1,Factor 1,1.6029754551265927
30,30,1,Factor 1,0.8155888179597389
31,31,1,Factor 1,-0.39614610228637376
32,32,1,Factor 1,0.18221734416840138
33,33,1,Factor 1,1.0268949903795324
34,34,1,Factor 1,-0.12295426059940226
35,35,1,Factor 1,-0.6603908892356802
36,36,1,Factor 1,-0.900101471436495
37,37,1,Factor 1,-0.7534128360837156
38,38,1,Factor 1,-0.3430293561354486
39,39,1,Factor 1,0.5411674727438857
40,40,1,Factor 1,0.6536162432766984
41,41,1,Factor 1,-0.3320845632464324
42,42,1,Factor 1,0.7190730860311766
43,43,1,Factor 1,-1.2011232352621068
44,44,1,Factor 1,-0.3089787041223831
45,45,1,Factor 1,0.6979416458914259
46,46,1,Factor 1,0.5432900310568591
47,47,1,Factor 1,-0.11475093195170974
48,48,1,Factor 1,0.5793344228629076
49,49,1,Factor 1,-1.2764570122677164
50,50,1,Factor 1,-0.5269455671316803
51,51,1,Factor 1,1.3345133618741274
52,52,1,Factor 1,0.9035582911535309
53,53,1,Factor 1,0.18787935341556353
54,54,1,Factor 1,-0.3613009207014683
55,55,1,Factor 1,0.386657367839248
56,56,1,Factor 1,1.4232535078241535
57,57,1,Factor 1,0.34989011584966817
58,58,1,Factor 1,0.06163263302253805
59,59,1,Factor 1,-0.3252097834210884
60,60,1,Factor 1,-0.6051060044553946
61,61,1,Factor 1,1.156332388671009
62,62,1,Factor 1,0.14498087604581134
63,63,1,Factor 1,1.3565221820771731
64,64,1,Factor 1,0.2286943150039626
65,65,1,Factor 1,1.4364588145921882
66,66,1,Factor 1,-0.22451778609905915
67,67,1,Factor 1,0.5010141617766318
68,68,1,Factor 1,0.07020883790117825
69,69,1,Factor 1,0.5316701451537872
70,70,1,Factor 1,3.6123417579748396
71,71,1,Factor 1,-0.05806961101350225
72,72,1,Factor 1,-1.0488768902457937
73,73,1,Factor 1,-0.33804695505692955
74,74,1,Factor 1,-0.41816485618775046
75,75,1,Factor 1,-0.5463806130544893
76,76,1,Factor 1,-0.321089340472317
77,77,1,Factor 1,1.9806943394613181
78,78,1,Factor 1,0.8186835897829778
79,79,1,Factor 1,0.6520413365666758
80,80,1,Factor 1,0.5614499921106972
81,81,1,Factor 1,0.9495548233182621
82,82,1,Factor 1,0.7756631489871256
83,83,1,Factor 1,-0.09702408173536113
84,84,1,Factor 1,1.0450440172481568
85,85,1,Factor 1,-0.18747500151818752
86,86,1,Factor 1,-0.5496312665660315
87,87,1,Factor 1,0.3473046858276067
88,88,1,Factor 1,0.1456416124345083
89,89,1,Factor 1,0.7567293147552353
90,90,1,Factor 1,0.32277564582937596
91,91,1,Factor 1,0.005422145502572205
92,92,1,Factor 1,0.7761384808792504
93,93,1,Factor 1,0.8569829986350201
94,94,1,Factor 1,0.06370268381771604
95,95,1,Factor 1,-0.6390401693718671
96,96,1,Factor 1,-0.3431485541465771
97,97,1,Factor 1,0.42943484699712114
98,98,1,Factor 1,-0.8644386117188856
99,99,1,Factor 1,0.8225392155430296
100,100,1,Factor 1,-0.5472923833291137
101,101,1,Factor 1,-1.1070082553080103
102,102,1,Factor 1,-0.18374126604472707
103,103,1,Factor 1,-1.2664586228693406
104,104,1,Factor 1,1.3193839764052224
105,105,1,Factor 1,-0.6102485710023668
106,106,1,Factor 1,-0.006383531126220539
107,107,1,Factor 1,0.5005225741839414
108,108,1,Factor 1,-4.059008294014968
109,109,1,Factor 1,-0.16340445440775997
110,110,1,Factor 1,0.6754516813655613
111,111,1,Factor 1,-0.5801607089444859
112,112,1,Factor 1,-0.5974674010572499
113,113,1,Factor 1,2.146873961846375
114,114,1,Factor 1,0.896756874290389
115,115,1,Factor 1,1.3693045359898894
116,116,1,Factor 1,1.111029833366976
117,117,1,Factor 1,-0.3693068112973404
118,118,1,Factor 1,-0.47387766868648473
119,119,1,Factor 1,-0.16141355917981334
120,120,1,Factor 1,1.0809391782505557
121,121,1,Factor 1,-0.5239934297228905
122,122,1,Factor 1,0.9464558423410728
123,123,1,Factor 1,1.4185755871215335
124,124,1,Factor 1,1.3865017989265003
125,125,1,Factor 1,0.8414581740790246
126,126,1,Factor 1,-1.3539461220095559
127,127,1,Factor 1,-0.4277046726677282
128,128,1,Factor 1,0.1811461259417003
129,129,1,Factor 1,0.98401202636187
130,130,1,Factor 1,1.4569778073333632
131,131,1,Factor 1,0.6202796438297487
132,132,1,Factor 1,0.44770819678292
133,133,1,Factor 1,0.3129557048500692
134,134,1,Factor 1,0.6108764644856248
